            SourceId      RAdeg     DEdeg  o_Gmag  o_GBPmag  o_GRPmag          Per    Gmag  GBPmag  GRPmag      R21      R31    Phi21    Phi31    Plx  e_Plx  E(BP/RP)   epsi  Signiepsi    RUWE       Class   New     Notes
 5238994102591371776  162.35781 -66.62534      33        34        33     4.014170  14.039  14.611  13.313    0.347    0.126    4.398    2.763 -0.004  0.015     1.261  0.000      0.000   0.958      DCEP_F  -999      -999
 1808866330442274432  305.21740  16.46449      28        23        27     4.023950  17.866  18.622  17.038    0.174 -999.000    4.289 -999.000 -0.001  0.133     1.300  0.159      0.281   1.011       OTHER  -999      -999
 4886750537406923008   58.72739 -31.25153      40        32        32     4.030480  16.239  16.893  15.407    0.501 -999.000    4.710 -999.000  0.392  0.044     1.295  0.000      0.000   0.963       OTHER  -999      -999
  514674933331699584   32.62154  63.29753      22        21        19     4.037900  10.274  10.959   9.492    0.227 -999.000    4.314 -999.000  0.247  0.068     1.261  0.000      0.000   0.855      DCEP_F  -999      -999
 6909188166792514944  316.07004  -7.61075      40        37        37     4.038300  14.554  15.269  13.716    0.126 -999.000    6.839 -999.000  0.751  0.038     1.305  0.021      0.116   1.215       OTHER  -999      -999
 4664274255137737984   77.76935 -63.43402      26        24        20     4.039380  15.797  16.139  15.296    0.209 -999.000    4.576 -999.000  0.032  0.029     1.198  0.000      0.000   0.963     DCEP_1O  -999      -999
 2920400297531324928  100.24189 -25.87784      36        34        35     4.042850  13.086  13.612  12.380    0.314 -999.000    3.439 -999.000  1.454  0.159     1.272  1.189    453.469   9.034       OTHER  -999       f,g
 2166861170366710272  313.73970  47.53379      25        21        23     4.049210  10.292  11.106   9.408    0.356    0.135    4.387    2.476  0.528  0.028     1.311  0.000      0.000   1.127      DCEP_F  -999      -999
 6394890542044709888  342.38670 -61.87318      37        33        34     4.054040  15.209  15.917  14.355    0.226 -999.000    3.139 -999.000  0.720  0.033     1.329  0.000      0.000   1.057       OTHER  -999      -999
 5242076514741190272  162.97536 -61.46728      32        27        26     4.054830  12.230  12.913  11.445    0.360    0.148    4.370    2.482  0.139  0.029     1.293  0.000      0.000   0.994      DCEP_F  -999      -999
 6072814822874473088  187.47105 -55.36944      48        42        44     4.055740  18.214  19.023  17.186    0.353 -999.000    4.138 -999.000  0.241  0.206     1.444  0.398      1.428   1.014       OTHER  -999      -999
 5530071831587999232  129.78343 -37.37551      31        30        29     4.063920  12.243  12.872  11.483    0.389    0.165    4.524    2.677  0.142  0.028     1.293  0.000      0.000   1.089      DCEP_F  -999      -999
 4494645037176912128  270.51018  10.32635      25        20        20     4.069140  17.355  18.001  16.546    0.166 -999.000    3.284 -999.000  0.209  0.112     1.301  0.000      0.000   0.918       OTHER  -999      -999
  422923956470923008    3.79087  58.42428      39        37        35     4.071170   9.541  10.138   8.831    0.369    0.165    4.334    2.457  0.399  0.030     1.242  0.000      0.000   1.023      DCEP_F  -999      -999
 5342091837607746816  178.68554 -57.05850      42        34        33     4.072430  17.423  18.240  16.448    0.251 -999.000    4.435 -999.000  0.092  0.088     1.390  0.117      0.331   0.996       OTHER  -999      -999
 1971318829853121408  322.73840  45.22420      41        33        34     4.077920  17.566  18.423  16.642    0.207    0.078    3.438    1.827  0.189  0.089     1.327  0.000      0.000   0.893       OTHER  -999      -999
 5545837900614099584  121.29597 -34.36027      31        28        29     4.088600  11.727  12.559  10.839    0.324    0.097    4.354    2.345  0.180  0.027     1.331  0.000      0.000   0.985      DCEP_F  -999      -999
 5254281334339678208  160.11285 -60.07640      30        28        28     4.089160  13.967  14.909  12.956    0.306    0.126    4.090    3.596  0.064  0.021     1.352  0.000      0.000   0.945      DCEP_F     N      -999
 1807821313362785664  302.25970  15.76897      47        40        44     4.091440  17.209  18.002  16.271    0.226 -999.000    5.294 -999.000  0.470  0.094     1.365  0.024      0.016   1.007       OTHER  -999      -999
 5241961409628951296  162.73299 -62.09798      38        36        36     4.095300  14.322  15.124  13.430    0.480    0.294    4.592    3.137  0.030  0.019     1.327  0.000      0.000   1.092      DCEP_F     N      -999
 5318134956683934976  129.25809 -53.45349      27        22        23     4.096890  17.965  18.776  17.050    0.092 -999.000    4.398 -999.000  0.196  0.106     1.334  0.000      0.000   0.969       OTHER  -999      -999
 4649907692617316480   76.13718 -73.15621      27        23        24     4.098950  15.024  15.345  14.544    0.281    0.122    3.774    0.898  0.046  0.024     1.206  0.000      0.000   1.006     DCEP_1O  -999      -999
 4042905977694135680  270.51322 -32.87066      19        15        15     4.100980  12.635  13.693  11.555 -999.000 -999.000 -999.000 -999.000  0.023  0.051     1.364  0.000      0.000   0.892       OTHER  -999      -999
 5861648327739540736  193.74820 -65.20062      38        36        36     4.101670  14.642  15.631  13.624    0.422    0.182    4.440    2.545  0.062  0.027     1.388  0.000      0.000   0.987      DCEP_F     N      -999
 5310680130430560768  139.02433 -54.30973      29        28        28     4.116920  11.009  11.521  10.360    0.149 -999.000    3.584 -999.000  0.123  0.029     1.232  0.000      0.000   0.934     DCEP_1O  -999      -999
 5060201760865629696   49.88631 -28.29407      68        62        62     4.118270  14.941  15.424  14.293    0.220 -999.000    4.475 -999.000  0.705  0.027     1.244  0.000      0.000   1.011       OTHER  -999      -999
 6098736462334678144  219.54605 -45.53566      31        27        29     4.128200  16.263  16.984  15.428    0.132 -999.000    4.864 -999.000  0.573  0.072     1.325  0.067      0.245   1.146       OTHER  -999      -999
  511706805997227648   25.25207  63.05553      41        41        41     4.133090  12.663  13.614  11.692    0.454    0.197    4.496    2.873  0.166  0.034     1.350  0.000      0.000   1.103      DCEP_F     N      -999
 3127458403130026112  101.78917   3.96710      15        14        15     4.134230  10.208  10.717   9.532    0.390 -999.000    4.692 -999.000  0.125  0.049     1.237  0.000      0.988   1.339      DCEP_F  -999      -999
  347039855803880448   26.24062  40.74579      23        21        21     4.141940  14.059  14.773  13.227    0.472 -999.000    3.087 -999.000  1.038  0.025     1.289  0.000      0.000   0.997       OTHER  -999      -999
 5255066591776722432  155.08483 -59.37661      26        24        24     4.154210   9.920  10.536   9.164    0.515 -999.000    4.021 -999.000  0.345  0.030     1.238  0.000      0.000   0.989  DCEP_MULTI  -999      -999
  462252662762965120   50.94951  59.35567      43        42        43     4.156360  11.842  12.871  10.840    0.372    0.157    4.515    2.850  0.222  0.037     1.376  0.000      0.000   1.145      DCEP_F  -999      -999
 5923677757213367936  256.64614 -54.60518      43        39        40     4.157640  15.620  16.490  14.702    0.153 -999.000    3.014 -999.000  0.468  0.044     1.316  0.000      0.000   0.999       OTHER  -999      -999
 5321257604065975040  128.76428 -52.47757      24        20        20     4.158120  14.506  15.276  13.677    0.354 -999.000    4.359 -999.000 -0.002  0.022     1.288  0.000      0.000   0.878      DCEP_F     N      -999
 2031590552598614784  295.87018  29.23810      26        23        23     4.159730  14.488  15.299  13.563    0.307    0.242    4.625    3.035 -0.395  0.095     1.402  0.682     73.133   4.190      DCEP_F     N       f,g
 5852389305960163328  208.75541 -64.03195      48        42        44     4.169620  11.280  12.180  10.363    0.369    0.168    4.302    2.684  0.258  0.032     1.346  0.000      1.799   1.138      DCEP_F     N      -999
 4235284503478960384  298.48142  -1.41999      32        28        30     4.171070  17.000  17.770  16.045    0.344    0.095    5.170    2.802  0.170  0.090     1.376  0.000      0.000   0.985       OTHER  -999      -999
 5614191175568405376  115.20408 -25.45771      34        34        32     4.171170  12.416  13.356  11.450    0.372 -999.000    4.405 -999.000  0.179  0.033     1.345  0.000      0.000   0.950      DCEP_F     N      -999
 5619786177922254336  110.28102 -21.51060      44        43        42     4.175600  12.509  13.257  11.670    0.491    0.178    4.604    2.683  0.101  0.027     1.287  0.000      0.000   0.950      DCEP_F  -999      -999
 1948787229553042048  329.88870  36.27549      80        76        75     4.181030  14.061  14.744  13.252    0.195 -999.000    2.269 -999.000  0.693  0.024     1.290  0.000      0.000   1.054       OTHER  -999      -999
 1594266983825389312  224.94080  54.06476      45        40        43     4.186680  16.126  16.629  15.431 -999.000 -999.000 -999.000 -999.000  0.300  0.113     1.273  1.078     85.153   3.217       OTHER  -999       f,g
 5857555326945128576  199.37986 -67.07607      33        28        32     4.200150  17.366  18.256  16.327    0.144 -999.000    4.274 -999.000  0.284  0.096     1.442  0.000      0.000   0.977       OTHER  -999      -999
 2934506447605426944  105.97944 -17.87991      33        34        34     4.204870  11.593  12.311  10.791    0.272 -999.000    4.362 -999.000  0.174  0.031     1.277  0.000      0.000   1.175      DCEP_F  -999      -999
 4690834328595493760   16.04228 -70.95614      20        15        17     4.205290  15.600  15.923  15.219    0.390    0.216    4.241    2.294 -0.085  0.046     1.197  0.000      0.000   1.039      DCEP_F  -999      -999
 6515126570947966976  345.98798 -48.83958      23        24        23     4.210690  14.197  14.996  13.318 -999.000 -999.000 -999.000 -999.000  0.112  0.041     1.291  0.000      0.000   1.091         ---  -999      NC:b
 5519380077440172672  122.99984 -46.64432      21        24        21     4.226460   5.530   5.895   5.109    0.183 -999.000    3.582 -999.000  1.217  0.057     1.120  0.248     20.919   0.880     DCEP_1O  -999       f,g
 5253875717619475200  158.46303 -61.80622      27        24        25     4.230970  14.744  15.573  13.798    0.482    0.244    4.467    2.635 -0.031  0.024     1.346  0.000      0.000   0.991      DCEP_F     N      -999
 5548252466820885248  122.79527 -31.24729      37        34        32     4.233930  14.129  14.847  13.297    0.204 -999.000    3.266 -999.000  0.920  0.021     1.291  0.000      0.000   1.182       OTHER  -999      -999
 1981367545804985088  329.05685  52.98601      39        40        40     4.236980  11.954  12.845  11.023    0.275    0.070    4.409    2.633  0.137  0.032     1.348  0.000      0.000   0.825      DCEP_F  -999      -999
  515832929535462016   41.08082  64.76592      51        50        50     4.238410  10.959  11.832  10.060    0.235    0.076    4.577    2.354  0.226  0.030     1.315  0.000      0.000   0.819      DCEP_F  -999      -999
 5254653759541047424  155.20707 -61.25195      28        26        24     4.239250  13.980  14.572  13.246    0.385    0.156    4.360    2.625  0.090  0.022     1.269  0.000      0.000   1.070      DCEP_F  -999      -999
 3756063696237900032  163.48387 -13.83909      18        18        18     4.241280  13.534  14.478  12.588    0.459 -999.000    5.130 -999.000 -0.078  0.050     1.344  0.102      2.084   1.280         ---  -999    NC:e,f
 5587972801102905984  113.75856 -35.91299      29        28        28     4.243400  12.165  12.737  11.470    0.369    0.173    4.489    2.505  0.098  0.025     1.255  0.000      0.000   1.001      DCEP_F  -999      -999
 5521352536886237952  123.41069 -42.69920      29        26        26     4.249350  13.622  14.400  12.755    0.358    0.158    4.388    2.838  0.062  0.019     1.310  0.000      0.000   1.174      DCEP_F  -999      -999
 4503709136195254784  281.34141  10.38636      31        28        24     4.252290  13.773  14.339  13.026    0.258 -999.000    5.045 -999.000  0.157  0.022     1.267  0.000      0.000   1.048       BLHER     N      -999
 4578235236881587968  272.69745  23.24042      47        46        45     4.253630  17.713  18.369  16.899    0.228 -999.000    5.097 -999.000  0.222  0.096     1.310  0.000      0.000   0.991       OTHER  -999      -999
 6060761362259462528  189.78014 -58.28456      42        36        35     4.254280  12.833  13.438  12.075    0.162    0.096    3.691    1.858 -0.034  0.030     1.268  0.000      0.000   1.102     DCEP_1O  -999      -999
 3027940437469882880  110.38690 -16.68722      27        23        22     4.256890   9.317   9.949   8.591    0.257 -999.000    4.328 -999.000  0.492  0.040     1.284  0.000      0.000   1.098      DCEP_F  -999      -999
  522468168674975616   18.17150  61.21335      49        47        47     4.259250  10.963  11.637  10.186    0.391    0.170    4.434    2.803  0.149  0.030     1.330  0.000      0.000   1.098      DCEP_F  -999      -999
 5338024572321721216  164.46108 -60.74208      35        28        30     4.266180   9.443   9.989   8.788    0.341    0.115    4.351    2.592  0.374  0.027     1.230  0.000      0.000   0.907      DCEP_F  -999      -999
 4295988952813227776  292.73655   8.07969      35        32        34     4.276890  13.960  14.422  13.329    0.044    0.051    5.126    1.188  0.119  0.025     1.246  0.000      0.000   0.881       BLHER  -999      -999
  510584788742165760   19.00502  61.62071      46        45        45     4.277700  11.351  12.359  10.366    0.414    0.178    4.480    2.584  0.329  0.044     1.394  0.106      5.254   1.223      DCEP_F  -999       f,g
 2014609252631258496  342.09618  60.40476      32        31        30     4.278630  11.568  12.600  10.581    0.380    0.137    4.588    2.946  0.390  0.027     1.388  0.000      0.000   1.101      DCEP_F  -999      -999
 5620400182140135168  112.95453 -20.14966      39        33        30     4.285430  10.955  11.648  10.175    0.444    0.210    4.596    2.692  0.170  0.037     1.298  0.000      0.000   1.091      DCEP_F  -999      -999
 2033008274099620480  296.26534  31.33077      30        27        27     4.288970  12.247  13.012  11.395    0.436    0.264    4.469    2.998  0.147  0.028     1.325  0.000      0.000   1.019      DCEP_F  -999      -999
  228741784865956224   64.27528  41.73183      29        30        29     4.290450  10.673  11.410   9.898    0.339 -999.000    4.276 -999.000  0.232  0.048     1.291  0.000      0.000   1.112      DCEP_F  -999      -999
  429890595286480384    0.67404  61.86107      34        31        31     4.305280  12.110  13.078  11.128    0.326    0.143    4.483    2.516  0.160  0.032     1.361  0.000      0.000   1.023      DCEP_F  -999      -999
 5930353506443900672  249.73382 -54.26264      32        25        26     4.306210  17.305  18.236  16.332    0.255 -999.000    4.570 -999.000  0.024  0.107     1.391  0.228      1.167   1.021         ---  -999    NC:c,e
  428839329030983040    6.64980  60.79817      39        39        38     4.306490   8.678   9.371   7.900    0.171 -999.000    4.007 -999.000  0.509  0.030     1.275  0.000      0.000   0.945     DCEP_1O  -999      -999
 5254916611530412672  154.36075 -60.33320      26        24        25     4.310790  13.765  14.516  12.849    0.181 -999.000    4.724 -999.000  0.042  0.020     1.345  0.000      0.000   1.113     DCEP_1O     N      -999
 5994576843942876544  239.03387 -43.95107      32        29        27     4.312630  16.007  16.919  15.053    0.086 -999.000    5.342 -999.000  0.547  0.056     1.359  0.000      0.000   0.979       OTHER  -999      -999
 5238724859690675200  165.58593 -65.83009      28        27        27     4.316110  14.182  15.102  13.206    0.126 -999.000    3.801 -999.000  0.860  0.021     1.368  0.000      0.000   1.067       OTHER  -999      -999
 2194403932327601408  308.22624  59.38537      33        25        27     4.321280  17.246  18.132  16.184    0.193 -999.000    4.801 -999.000 -0.130  0.100     1.451  0.000      0.000   0.996       OTHER  -999      -999
  188861261178809600   79.41603  40.67604      34        29        28     4.321790  15.031  15.390  14.443    0.482 -999.000    3.994 -999.000  0.676  0.041     1.234  0.000      0.000   0.923       OTHER  -999      -999
 5344426856689505536  177.25746 -54.18158      41        38        39     4.323530  17.094  17.952  16.159    0.222 -999.000    5.447 -999.000  0.320  0.078     1.348  0.108      0.372   0.998       OTHER  -999      -999
 1977074811892425600  332.26210  51.04585      38        34        36     4.323550   8.961   9.399   8.389    0.369    0.156    4.331    2.545  0.403  0.034     1.244  0.000      0.000   1.154      DCEP_F  -999      -999
 4322971517869342080  292.15710  17.54332      27        24        22     4.325420  13.495  14.516  12.479    0.293 -999.000    6.429 -999.000  1.185  0.027     1.366  0.092      1.890   1.062         ---  -999      NC:i
 2074102933481447808  301.83830  40.17809      30        27        27     4.326990  13.766  14.524  12.914    0.449    0.214    4.392    2.497  0.046  0.017     1.323  0.000      0.000   0.939      DCEP_F  -999      -999
 6455656770141752704  309.63010 -59.16955      36        32        30     4.330460  12.889  13.568  12.113    0.170 -999.000    5.241 -999.000  1.294  0.034     1.270  0.000      0.000   0.976       OTHER  -999      -999
 2023508871570171648  288.94060  24.94968      40        37        39     4.331560  16.710  17.614  15.756    0.135 -999.000    5.066 -999.000  0.345  0.061     1.353  0.081      0.312   1.013       OTHER  -999      -999
 5532683072927405952  120.29345 -44.61592      24        24        24     4.334660  17.221  17.975  16.383    0.455 -999.000    3.766 -999.000  0.233  0.083     1.279  0.049      0.049   1.028       OTHER  -999      -999
 2151729931844272896  272.42663  57.25123      28        21        22     4.343060  17.440  18.121  16.655    0.209 -999.000    3.671 -999.000  0.270  0.077     1.291  0.000      0.000   0.991       OTHER  -999      -999
 3101809648711790080  104.88162  -4.09105      19        17        18     4.347980  11.299  12.093  10.406 -999.000 -999.000 -999.000 -999.000  0.611  0.061     1.362  0.174      9.542   1.508         ---  -999    NC:e,f
 5311298983669288832  136.84989 -54.09276      37        32        29     4.350930  13.368  13.931  12.652    0.316 -999.000    4.461 -999.000 -0.003  0.019     1.264  0.000      0.000   1.012      DCEP_F     N      -999
 6158988088922449792  190.51660 -34.33846      24        24        22     4.352660  13.197  13.835  12.430    0.331 -999.000    1.782 -999.000  0.783  0.028     1.284  0.000      0.000   1.352       OTHER  -999      -999
 4535607549030291200  278.58261  24.03773      45        44        44     4.354830  15.130  15.708  14.392    0.142 -999.000    4.839 -999.000  0.475  0.028     1.266  0.000      0.000   1.000       OTHER  -999      -999
 2060021625508894592  302.28232  37.15195      27        26        27     4.364700   9.495  10.097   8.772    0.335    0.114    4.381    2.663  0.399  0.028     1.238  0.000      0.000   0.879      DCEP_F  -999      -999
  429385923752386944    0.24680  60.95900      40        31        34     4.365160  10.859  11.526   9.964    0.393    0.139    4.356    2.223  0.224  0.030     1.309  0.000      0.000   1.088      DCEP_F  -999      -999
 2006033847910275584  335.02002  56.06090      36        33        30     4.366250  12.132  12.972  11.215    0.340    0.097    4.432    2.615  0.170  0.032     1.339  0.000      0.000   0.987      DCEP_F  -999      -999
  204588190167650048   71.39513  43.57284      25        22        22     4.372140  13.223  14.178  12.248    0.487    0.132    4.355    2.140  0.005  0.040     1.349  0.173      7.631   1.398      DCEP_F  -999       f,g
 4693901042617667584   27.66874 -70.50366      26        22        21     4.372640  15.679  15.923  15.288    0.438 -999.000    4.923 -999.000 -0.043  0.035     1.217  0.000      0.000   0.971      DCEP_F  -999      -999
 5881995546318024704  232.96911 -59.24980      46        41        41     4.372920   8.654   9.296   7.915    0.224 -999.000    3.161 -999.000  0.463  0.038     1.266  0.000      0.000   0.807     DCEP_1O  -999      -999
 5594091823824942464  119.66611 -33.50405      33        33        31     4.402790  11.642  12.440  10.777    0.369    0.113    4.443    2.760  0.131  0.030     1.322  0.000      0.000   1.003      DCEP_F  -999      -999
  197337185858157440   84.11148  44.59136      16        14        15     4.403450  11.825  12.432  11.253    0.316 -999.000    3.736 -999.000  0.112  0.036     1.274  0.000      0.000   1.032      DCEP_F  -999      -999
 4038279434549882112  274.54932 -35.56206      18        15        16     4.418650  11.909  12.449  11.298    0.238 -999.000    7.085 -999.000 -0.006  0.036     1.290  0.000      0.000   0.973       OTHER  -999      -999
 6055722403534963840  195.79449 -60.87747      43        42        42     4.424520   9.459  10.206   8.647    0.343    0.110    4.503    2.782  0.446  0.031     1.242  0.000      0.000   0.925      DCEP_F  -999      -999
 2231820454756303744  344.56078  73.32371      22        20        21     4.424810  16.995  17.794  16.068    0.274 -999.000    3.575 -999.000  0.648  0.154     1.390  0.790     15.271   1.639       OTHER  -999      -999
 5339554336583678464  168.50011 -57.91090      31        27        28     4.430910   8.094   8.520   7.537    0.199 -999.000    3.770 -999.000  0.302  0.037     1.205  0.000      0.000   1.029     DCEP_1O  -999      -999
 6851339394020853504  299.92429 -24.52877      24        24        24     4.432960  15.689  16.510  14.779    0.125 -999.000    5.266 -999.000  0.692  0.052     1.335  0.000      0.000   1.035       OTHER  -999      -999
 3397212822106196992   81.77704  16.93643      17        15        15     4.438400  12.746  13.322  12.060    0.469    0.404    0.968    0.091  0.115  0.038     1.276  0.000      0.000   1.153      DCEP_F  -999         a
 1869396855046333184  311.71080  34.66364      37        31        35     4.452330  17.485  18.250  16.539    0.185 -999.000    5.240 -999.000  0.166  0.087     1.355  0.000      0.000   0.952       OTHER  -999      -999
 4234276113875026048  299.45456  -2.34403      33        30        32     4.456440  16.445  17.183  15.538    0.140 -999.000    4.606 -999.000  0.371  0.067     1.357  0.073      0.286   1.060       OTHER  -999      -999
 4489059518104904832  265.22795   9.11206      21        22        22     4.459440  15.950  16.222  15.496    0.289 -999.000    5.359 -999.000  0.297  0.071     1.210  0.129      1.103   1.105       OTHER  -999      -999
 4441582331138185216  255.14242   7.81117      31        25        25     4.460460  17.317  17.853  16.599    0.300 -999.000    4.732 -999.000  0.061  0.107     1.280  0.080      0.129   1.014       OTHER  -999      -999
 2936110669428633216  106.65835 -15.80206      30        27        27     4.464840  12.424  13.211  11.565    0.439    0.193    4.421    2.750  0.035  0.032     1.319  0.000      0.000   1.082      DCEP_F  -999      -999
 4514145288240593408  284.56145  17.36087      25        25        25     4.471150   5.110   5.589   4.572    0.179 -999.000    3.177 -999.000  1.810  0.107     1.146  0.490     99.533   1.056     DCEP_1O  -999       f,g
 5881952871520184960  234.52125 -58.69441      45        36        41     4.475750  15.242  16.247  14.216    0.418    0.155    4.620    3.141  0.003  0.033     1.385  0.000      0.000   0.956      DCEP_F     N      -999
 2011892320749270912  359.53791  61.21363      31        18        23     4.478610  10.571  11.119   9.656    0.308    0.113    4.316    2.601  0.233  0.030     1.465  0.000      0.000   0.853      DCEP_F  -999      -999
 2005011237689458688  335.31995  54.53204      38        35        33     4.479440  11.444  12.156  10.632    0.386    0.159    4.437    2.404  0.172  0.035     1.274  0.000      0.000   0.969      DCEP_F  -999      -999
 5254078504458244352  160.72436 -61.02361      36        33        33     4.483660  12.844  13.678  11.942    0.372    0.190    4.379    2.609  0.014  0.023     1.343  0.000      0.464   1.227      DCEP_F     N      -999
 6034498290078655104  253.49251 -25.88850      37        36        36     4.486140  15.983  16.809  15.075    0.327 -999.000    5.010 -999.000  0.386  0.053     1.340  0.000      0.000   1.017       OTHER  -999      -999
 6430900544288021248  304.76110 -62.05194      62        55        53     4.498800  17.044  17.142  16.823    0.340 -999.000    4.859 -999.000  0.114  0.087     1.188  0.000      0.000   0.961       OTHER  -999      -999
  426881614218441600   12.47192  60.12738      43        39        40     4.501620   9.548  10.213   8.791    0.358    0.128    4.383    2.600  0.403  0.030     1.265  0.000      0.000   1.136      DCEP_F  -999      -999
 4141385793847061632  258.55669 -13.34444      18        16        17     4.503850  12.733  13.520  11.885 -999.000 -999.000 -999.000 -999.000  0.054  0.049     1.319  0.000      0.000   0.871         ---  -999    NC:b,d
 5254000340399606016  157.26590 -60.78069      28        25        25     4.505190  14.481  15.293  13.559    0.463    0.261    4.459    2.646  0.006  0.024     1.375  0.077      0.892   1.177      DCEP_F     N      -999
 5594382644652353664  119.05201 -32.60264      30        28        28     4.516750  11.531  12.380  10.699    0.322    0.095    4.529    3.026  0.209  0.035     1.321  0.000      0.000   0.941      DCEP_F  -999      -999
 4066032173197151488  270.68777 -24.28539      16        13        14     4.517490  12.864  13.554  12.026 -999.000 -999.000 -999.000 -999.000  0.659  0.042     1.292  0.000      0.000   0.937         ---  -999    NC:c,e
 5850308411442294400  206.85370 -68.24990      33        31        31     4.524740  13.648  14.137  13.002    0.365    0.126    4.367    2.700  0.010  0.020     1.253  0.000      0.000   1.000      DCEP_F  -999      -999
 4054440301294394624  262.70159 -33.60992      18        16        17     4.527810   7.546   8.140   6.916 -999.000 -999.000 -999.000 -999.000  0.920  0.047     1.225  0.000      0.000   0.842      DCEP_F  -999         a
 6886781739022233088  314.03994 -14.62062      39        35        38     4.541710  16.581  17.125  15.876    0.172 -999.000    4.451 -999.000  0.171  0.077     1.257  0.000      0.000   0.987       OTHER  -999      -999
 5534012004528220160  119.94883 -42.02838      27        22        21     4.547060  13.905  14.744  12.984    0.359    0.109    4.649    3.201  0.021  0.021     1.346  0.000      0.000   1.008      DCEP_F     N      -999
 6735032122023368704  278.71285 -33.76224      15        12        13     4.556370  15.210  15.581  14.702    0.324 -999.000    1.697 -999.000  0.082  0.048     1.216  0.000      0.000   1.039         ---  -999      NC:b
  506699870563323264   33.28119  58.07995      24        25        25     4.565240  11.267  11.938  10.551    0.387    0.209    4.308    2.290  0.226  0.039     1.237  0.000      0.000   0.921      DCEP_F  -999      -999
 2012787293154800896  358.60238  62.14947      39        35        35     4.566150  11.448  12.280  10.568    0.310    0.096    4.412    2.525  0.139  0.028     1.322  0.000      0.000   0.994      DCEP_F  -999      -999
 5954640069033366656  268.36961 -45.25821      17        15        14     4.583340  11.756  12.723  10.804 -999.000 -999.000 -999.000 -999.000  0.260  0.039     1.373  0.000      0.000   1.098         ---  -999      NC:b
 5808490032840224384  252.65708 -68.37356      47        43        41     4.585590  16.953  17.598  16.133    0.197 -999.000    4.819 -999.000  0.197  0.067     1.321  0.000      0.000   0.998       OTHER  -999      -999
 5338148473537341312  165.30989 -60.11656      34        32        33     4.586100  11.081  11.807  10.250    0.306 -999.000    4.892 -999.000  0.220  0.030     1.299  0.000      0.000   0.972      DCEP_F  -999      -999
 4690829659971892480   16.84515 -70.88734      30        27        28     4.594260  15.879  16.223  15.371    0.369    0.127    4.439    2.712 -0.014  0.035     1.234  0.000      0.000   0.904      DCEP_F  -999      -999
 5253884788591163648  158.53969 -61.59759      21        20        20     4.616310  13.910  14.749  12.987    0.398    0.202    4.396    2.774  0.041  0.024     1.353  0.000      0.000   1.080      DCEP_F     N      -999
 5439875873399544064  145.79608 -32.12799      23        22        22     4.627750  16.347  16.966  15.585    0.142 -999.000    3.874 -999.000  0.232  0.066     1.277  0.000      0.000   0.976       OTHER  -999      -999
 5253661725170126720  159.49855 -62.20590      30        23        22     4.631950  14.415  15.349  13.628    0.469    0.212    4.486    2.721  0.034  0.024     1.304  0.000      0.000   1.090      DCEP_F  -999      -999
 1981006115714214912  327.39800  52.39523      35        28        34     4.639080  11.459  12.449  10.484    0.332    0.176    4.651    2.695  0.278  0.030     1.336  0.000      0.000   1.004      DCEP_F  -999      -999
 5521459979795304320  129.42007 -47.36195      26        25        26     4.639850   7.710   8.262   7.046    0.369    0.164    4.439    2.719  0.852  0.035     1.210  0.000      0.000   0.897      DCEP_F  -999      -999
 2170880813073764352  322.34628  49.11002      36        35        35     4.640710  11.771  12.617  10.866    0.203 -999.000    4.457 -999.000 -0.655  0.214     1.333  1.054    344.905   7.328      DCEP_F  -999       f,g
 5715901567412202496  117.25952 -19.11357      34        32        32     4.644420   9.516   9.998   8.899    0.184    0.063    3.916    2.018  0.251  0.041     1.212  0.000      0.000   0.972     DCEP_1O  -999      -999
 6345090464967236736  334.70659 -83.46209      28        21        21     4.652270  17.956  18.701  17.092    0.116 -999.000    3.841 -999.000  0.263  0.113     1.356  0.000      0.000   1.022       OTHER  -999      -999
 4118384800870181632  263.48828 -20.50658      15        13        15    38.765700  12.595  13.484  11.903    0.516 -999.000    1.628 -999.000  0.148  0.065     1.308  0.000      0.000   0.944       OTHER  -999         a
 4284500735584253952  277.18852   5.23582      16        15        15     4.664040  13.733  14.468  12.896    0.193 -999.000    5.633 -999.000  0.148  0.028     1.294  0.000      0.000   1.044        WVIR  -999      -999
 3044483895581000192  107.31421 -13.78609      60        53        55     4.670030  10.085  10.854   9.262    0.407    0.161    4.274    2.297  0.314  0.034     1.316  0.000      0.000   0.978      DCEP_F  -999      -999
 5338207327417387520  163.13667 -60.52675      31        27        26     4.674160  10.938  11.547  10.191    0.381    0.158    4.311    2.358  0.137  0.031     1.319  0.000      0.000   0.827      DCEP_F  -999      -999
 5338438297925480320  162.89899 -59.38499      33        34        34     4.677670   9.410   9.975   8.727    0.365    0.156    4.490    2.559  0.375  0.026     1.237  0.000      0.000   1.110      DCEP_F  -999      -999
 3046774762417915136  109.15680 -11.48730      61        52        59     4.678300   7.831   8.330   7.201    0.394    0.170    4.421    2.617  0.616  0.047     1.248  0.000      0.000   0.913      DCEP_F  -999      -999
 6060173364061645696  193.59158 -58.43063      45        46        47     4.689710   6.363   6.805   5.788    0.386    0.148    4.280    2.514  1.021  0.045    99.999  0.000      3.831   0.923      DCEP_F  -999       f,g
 5697861021140628224  122.70249 -24.40021      33        28        28     4.700320  16.459  17.166  15.593    0.476 -999.000    4.048 -999.000  0.365  0.059     1.356  0.000      0.000   1.007       OTHER  -999      -999
